barcode,array_id,rna_in_array,rna_in_labeling_reaction,tissue_sample_id,structure,rna_integrity_number,donor,download_link
252491511096_1_3,127366170,600,5,113221033,mediodorsal nucleus of thalamus,,H376.IV.03,/api/v2/well_known_file_download/149206258
252491511162_2_3,121063376,600,5,12059,outer CP in dysgranular insular cortex,,H376.IV.02,/api/v2/well_known_file_download/149124275
252491510928_1_3,147804915,600,5,127402922,CP in rostral hippocampus,,H376.IIIA.02,/api/v2/well_known_file_download/147817145
252491511452_1_2,156438106,600,5,127426575,IZ in granular insular cortex,,H376.IIIB.02,/api/v2/well_known_file_download/156887155
252491511130_2_4,121064018,600,5,12957,IZ in primary visual cortex,,H376.IV.02,/api/v2/well_known_file_download/149123867
252491511192_2_3,147804603,600,5,13347,IZ in frontal polar cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817313
252491511054_2_2,127365574,600,5,12103,inner CP in midcingulate cortex,,H376.IV.02,/api/v2/well_known_file_download/149203486
252491511183_2_3,114245676,600,5,12103,inner CP in midcingulate cortex,,H376.IV.02,/api/v2/well_known_file_download/121059575
252491511455_1_2,156437945,600,5,113221749,IZ in posteror frontal cortex (motor cortex),,H376.IIIA.02,/api/v2/well_known_file_download/156886652
252491511454_1_4,156438005,600,5,127408548,choroid plexus of the fourth ventricle,,H376.IIIA.02,/api/v2/well_known_file_download/156886642
252491511259_2_4,147803693,600,5,127408548,choroid plexus of the fourth ventricle,,H376.IIIA.02,/api/v2/well_known_file_download/147815515
252491511324_2_4,147807273,600,5,127433766,"substantia nigra, compact part",,H376.IIIB.02,/api/v2/well_known_file_download/147825901
252491511184_2_2,114245439,600,5,12045,external segment of globus pallidus,,H376.IV.02,/api/v2/well_known_file_download/121059587
252491511282_1_3,147806752,600,5,127434226,IZ in caudal cingulate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820389
252491511188_1_4,114245376,600,5,12020,SP in orbital frontal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059651
252491511313_1_2,147807048,600,5,127426422,inner CP in dysgranular insular cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825719
252491511297_1_3,147807132,600,5,127426755,inner CP in midcingulate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825609
252491511299_1_4,147807421,600,5,127434304,SP in dorsomedial parietal cortex (area 7m),,H376.IIIB.02,/api/v2/well_known_file_download/147825643
252491511272_2_2,147806383,600,5,127426865,IZ in posteroinferior (ventral) parietal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820291
252491511316_2_3,147807604,600,5,127434410,inner SZ in caudal midinferior temporal cortex (area TF),,H376.IIIB.02,/api/v2/well_known_file_download/147825771
252491511103_2_4,127366312,600,5,113221432,IZ in primary auditory cortex,,H376.IV.03,/api/v2/well_known_file_download/149206335
252491510816_1_3,147807243,600,5,127426964,multiform (lateral) division of MD,,H376.IIIB.02,/api/v2/well_known_file_download/147825513
252491511194_2_4,147804627,600,5,13371,outer CP in ventrolateral prefrontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817347
252491510816_1_2,147807636,600,5,127434459,outer CP in inferolateral temporal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825511
252491511273_2_4,147806558,600,5,127427021,SP in posterosuperior (dorsal) parietal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820312
252491511181_1_2,114245712,600,5,12114,IZ in posteror frontal cortex (motor cortex),,H376.IV.02,/api/v2/well_known_file_download/121059705
252491511273_1_4,147805890,600,5,127409154,VZ in subcallosal region,,H376.IIIB.02,/api/v2/well_known_file_download/147820304
252491511159_2_4,114245780,600,5,12118,SG in posterior frontal cortex (motor cortex),,H376.IV.02,/api/v2/well_known_file_download/121059821
252491510859_2_3,147805240,600,5,127407519,IZ in caudal cingulate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817121
252491511267_2_1,147803729,600,5,127407819,lateral hemisphere of cerebellum,,H376.IIIA.02,/api/v2/well_known_file_download/147815638
252491511211_2_3,147803727,600,5,127407819,lateral hemisphere of cerebellum,,H376.IIIA.02,/api/v2/well_known_file_download/147815032
252491511289_1_3,147807080,600,5,127426311,VZ in primary somatosensory cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825561
252491511298_2_4,147807913,600,5,127434669,lower (caudal) rhombic lip,,H376.IIIB.02,/api/v2/well_known_file_download/147825635
252491511205_2_4,147805288,600,5,127407626,VZ in caudal hippocampal proper,,H376.IIIA.02,/api/v2/well_known_file_download/147817459
252491511088_2_3,127366364,600,5,113221150,MZ in primary somatosensory cortex,,H376.IV.03,/api/v2/well_known_file_download/149206175
252491511258_2_4,147802974,600,5,13384,premotor cortex (area 6),,H376.IIIA.02,/api/v2/well_known_file_download/147815499
252491510859_1_2,147804639,600,5,13374,IZ in ventrolateral prefrontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817111
252491511077_1_1,127366002,600,5,113220614,ventromedial hypothalamic nucleus,,H376.IV.03,/api/v2/well_known_file_download/149205973
252491511046_1_1,121081031,600,5,113220614,ventromedial hypothalamic nucleus,,H376.IV.03,/api/v2/well_known_file_download/149195853
252491511315_1_4,147807762,600,5,127434578,abducens nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825749
252491511316_2_2,147807492,600,5,127434347,SP in inferolateral temporal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825769
252491511055_1_3,127365558,600,5,12888,pyramidal cells of caudal CA4,,H376.IV.02,/api/v2/well_known_file_download/149203490
252491511147_2_2,121063748,600,5,12888,pyramidal cells of caudal CA4,,H376.IV.02,/api/v2/well_known_file_download/149124093
252491511318_2_4,147806872,600,5,127374023,MZ in frontal polar cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825805
252491511053_1_2,121081067,600,5,113220620,rostral part of entorhinal cortex,,H376.IV.03,/api/v2/well_known_file_download/149195890
252491511188_2_3,114245385,600,5,12023,inner SZ in orbital frontal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059657
252491510813_2_4,147806477,600,5,127426968,ventral posterior lateral nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147819864
252491511104_2_3,147805306,600,5,127408522,parafascicular nucleus of thalamus,,H376.IIIA.02,/api/v2/well_known_file_download/147817249
252491511269_1_3,147804100,600,5,113221973,caudal putamen,,H376.IIIA.02,/api/v2/well_known_file_download/147815666
252491510908_2_3,147804096,600,5,113221973,caudal putamen,,H376.IIIA.02,/api/v2/well_known_file_download/147815009
252491510785_2_4,147807008,600,5,127409978,inner portion of lateral ganglionic eminence,,H376.IIIB.02,/api/v2/well_known_file_download/147825507
252491511131_1_4,114245515,600,5,12096,basolateral nucleus (basal nucleus),,H376.IV.02,/api/v2/well_known_file_download/121059883
252491511318_2_1,147807548,600,5,127434377,VZ in inferolateral temporal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825799
252491511164_2_2,114245475,600,5,12133,anterior cortical nucleus,,H376.IV.02,/api/v2/well_known_file_download/121059831
252491511164_2_1,114245473,600,5,12133,anterior cortical nucleus,,H376.IV.02,/api/v2/well_known_file_download/121059833
252491511157_2_3,121063443,600,5,12802,stratum pyramidale of rostral CA1,,H376.IV.02,/api/v2/well_known_file_download/149124241
252491511146_1_3,121063763,600,5,12893,SZ in posterior parahippocampal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124071
252491511187_2_3,114245358,600,5,12014,medial portion of the shell,,H376.IV.02,/api/v2/well_known_file_download/121059639
252491511325_1_2,147805824,600,5,127409067,outer SZ in posteror frontal cortex (motor cortex),,H376.IIIB.02,/api/v2/well_known_file_download/147820441
252491510812_2_2,147806415,600,5,127426910,medial portion of STH,,H376.IIIB.02,/api/v2/well_known_file_download/147819844
252491511158_2_1,114245794,600,5,12141,SP in midinferior temporal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059823
252491511188_2_1,114245379,600,5,12021,IZ in orbital frontal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059653
252491511289_2_3,147807293,600,5,127433872,SP in caudal perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825569
252491511448_1_4,156438264,600,5,127434706,SP in dorsomedial extrastriate cortex (V2),,H376.IIIB.02,/api/v2/well_known_file_download/156887109
252491511151_1_2,121063630,600,5,12844,lateral nucleus of pulvinar,,H376.IV.02,/api/v2/well_known_file_download/149124151
252491511136_2_1,121063939,600,5,12943,VZ in ventromedial extrastriate cortex (VP),,H376.IV.02,/api/v2/well_known_file_download/149123945
252491511230_1_4,147806582,600,5,127427029,outer SZ in posterosuperior (dorsal) parietal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147819996
252491511189_1_3,114245325,600,5,12003,outer CP in ventrolateral prefrontal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059665
252491511142_1_2,121063870,600,5,12923,outer SZ in lateral temporal-occipital cortex,,H376.IV.02,/api/v2/well_known_file_download/149124020
252491511099_2_4,121080905,600,5,113220579,internal segment of globus pallidus,,H376.IV.03,/api/v2/well_known_file_download/149195984
252491511151_1_3,121063633,600,5,12845,inferior nucleus of pulvinar,,H376.IV.02,/api/v2/well_known_file_download/149124153
252491510934_1_1,147805144,600,5,127407431,lower (caudal) rhombic lip,,H376.IIIA.02,/api/v2/well_known_file_download/147817221
252491511110_2_3,127366216,600,5,113221047,MZ in primary auditory cortex,,H376.IV.03,/api/v2/well_known_file_download/149206463
252491511325_2_2,147805944,600,5,127409217,outer CP in rostral cingulate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820449
252491511146_1_1,121063757,600,5,12891,polymorphic layer of caudal subiculum,,H376.IV.02,/api/v2/well_known_file_download/149124066
252491511475_2_4,147807923,600,5,127434671,MZ in primary visual cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825975
252491511103_2_1,127366713,600,5,113221578,inner SZ in posterosuperior (dorsal) parietal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206329
252491511168_2_2,114245653,600,5,12085,lateral habenular nucleus,,H376.IV.02,/api/v2/well_known_file_download/121059777
252491511137_2_3,121063913,600,5,12936,MZ in ventromedial extrastriate cortex (VP),,H376.IV.02,/api/v2/well_known_file_download/149123965
252491511314_2_4,147805770,600,5,127409019,outer CP in dorsolateral prefrontal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820437
252491510957_2_2,146036823,600,5,113220610,supraoptic nucleus,,H376.IV.03,/api/v2/well_known_file_download/146039615
252491511269_2_3,147803290,600,5,113221825,rostral migratory stream,,H376.IIIA.02,/api/v2/well_known_file_download/147815674
252491511167_1_3,114245632,600,5,12078,ventral tegmental area,,H376.IV.02,/api/v2/well_known_file_download/121059797
252491511197_2_1,147805542,600,5,113222004,outer SZ in primary somatosensory cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817389
252491511264_1_4,147803241,600,5,113221753,IZ in subgenual (subcallosal) cingulate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815588
252491511104_1_4,147805162,600,5,127407821,hypoglossal nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147817243
252491511202_1_2,147805402,600,5,127401339,outer SZ in superolateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817415
252491511078_1_1,127366078,600,5,113220951,caudal putamen,,H376.IV.03,/api/v2/well_known_file_download/149205990
252491511270_2_3,147805926,600,5,127409988,nucleus of diagonal band,,H376.IIIB.02,/api/v2/well_known_file_download/147820260
252491511183_1_1,114245451,600,5,12049,ventromedial hypothalamic nucleus,,H376.IV.02,/api/v2/well_known_file_download/121059605
252491511227_2_3,147806594,600,5,127433762,outer SZ in superolateral temporal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147819886
252491511453_2_2,156438079,600,5,127426344,ventral claustrum,,H376.IIIB.02,/api/v2/well_known_file_download/156887179
252491510908_2_2,127373674,600,5,12836,layer III of area 35c,,H376.IV.02,/api/v2/well_known_file_download/149124305
252491511175_2_1,127366030,600,5,113247999,anteromedial nucleus of thalamus,,H376.IV.03,/api/v2/well_known_file_download/149206549
252491511229_2_1,147805750,600,5,127374094,SP in dorsomedial frontal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147819927
252491511152_1_3,121063605,600,5,12835,layer II of area 35c,,H376.IV.02,/api/v2/well_known_file_download/149124169
252491511169_1_3,114245572,600,5,12057,basal nucleus of Meynert,,H376.IV.02,/api/v2/well_known_file_download/121059767
252491511150_2_3,121063673,600,5,12857,SP in posteroinferior (ventral) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124145
252491511150_2_2,121063671,600,5,12857,SP in posteroinferior (ventral) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124143
252491511475_1_1,147808115,600,5,127434765,external granular (germinal) layer of upper rhombic lip,,H376.IIIB.02,/api/v2/well_known_file_download/147825961
252491511109_1_1,127366324,600,5,113221113,outer SZ in posteror frontal cortex (motor cortex),,H376.IV.03,/api/v2/well_known_file_download/149206358
252491511316_1_1,147807516,600,5,127434369,outer SZ in inferolateral temporal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825759
252491511078_2_1,127366348,600,5,113221434,VZ in posteror frontal cortex (motor cortex),,H376.IV.03,/api/v2/well_known_file_download/149206007
252491510816_1_4,147807112,600,5,127426721,outer CP in rostral perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825515
252491511273_2_3,147806197,600,5,127426721,outer CP in rostral perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820310
252491510934_2_4,147804785,600,5,113221757,inner SZ in posteror frontal cortex (motor cortex),,H376.IIIA.02,/api/v2/well_known_file_download/147817235
252491511191_1_3,114245277,600,5,11981,MZ in frontal polar cortex,,H376.IV.02,/api/v2/well_known_file_download/121059923
252491511191_1_2,114245275,600,5,11981,MZ in frontal polar cortex,,H376.IV.02,/api/v2/well_known_file_download/121059921
252491511194_2_2,147804927,600,5,127424248,outer CP in ventromedial extrastriate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817343
252491511143_2_2,121063854,600,5,12916,inner CP in lateral temporal-occipital cortex,,H376.IV.02,/api/v2/well_known_file_download/149124044
252491511275_2_3,147806177,600,5,127426713,VZ in hypothalamic portion,,H376.IIIB.02,/api/v2/well_known_file_download/147820342
252491511450_2_1,156438222,600,5,127434611,outer SZ in medial temporal-occipital cortex,,H376.IIIB.02,/api/v2/well_known_file_download/156887129
252491511254_1_2,147806588,600,5,127427031,inner SZ in posterosuperior (dorsal) parietal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820234
252491510927_1_2,147805500,600,5,113221961,external segment of globus pallidus,,H376.IIIA.02,/api/v2/well_known_file_download/147817127
252491511168_1_2,114245614,600,5,12072,ventral posterior lateral nucleus,,H376.IV.02,/api/v2/well_known_file_download/121059783
252491511204_1_3,147804681,600,5,13364,inner CP in dorsomedial frontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817433
252491511097_2_4,127366574,600,5,113221485,outer SZ in posteroinferior (ventral) parietal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206311
252491511162_2_2,121063379,600,5,12043,outer CP in granular insular cortex,,H376.IV.02,/api/v2/well_known_file_download/149124273
252491511194_1_3,147805602,600,5,127408491,inner CP in (rostral) midinferior temporal cortex (area 36),,H376.IIIA.02,/api/v2/well_known_file_download/147817337
252491511058_1_1,127365542,600,5,12955,SP in primary visual cortex,,H376.IV.02,/api/v2/well_known_file_download/149203494
252491511325_1_4,147806698,600,5,127434196,inferior nucleus of pulvinar,,H376.IIIB.02,/api/v2/well_known_file_download/147820445
252491511300_1_3,147807409,600,5,127434300,outer CP in dorsomedial parietal cortex (area 7m),,H376.IIIB.02,/api/v2/well_known_file_download/147825657
252491511317_2_4,147807462,600,5,127434337,dorsal raphe nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825789
252491511138_1_3,121063545,600,5,12821,"periaqueductal gray substance, dorsolateral portion",,H376.IV.02,/api/v2/well_known_file_download/149123973
252491511107_2_4,147805096,600,5,127407350,outer CP in medial temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817299
252491510959_2_1,146037040,600,5,12863,MZ in posteroventral (inferior) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/146038916
252491510960_1_4,146037034,600,5,12863,MZ in posteroventral (inferior) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/146038930
252491511057_1_1,121081081,600,5,113220622,MZ in midinferior temporal cortex,,H376.IV.03,/api/v2/well_known_file_download/149195942
252491511158_1_1,114245782,600,5,12120,ventral anterior nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/121059871
252491511104_1_3,147804723,600,5,113221813,indusium griseum,,H376.IIIA.02,/api/v2/well_known_file_download/147817241
252491511311_1_1,147807118,600,5,127426723,inner CP in rostral perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825685
252491511202_1_3,147805168,600,5,127407823,dorsal motor nucleus of the vagus (vagal nucleus),,H376.IIIA.02,/api/v2/well_known_file_download/147817417
252491511261_1_2,147803548,600,5,127408952,lateral parabrachial nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147815536
252491510958_2_4,146036859,600,5,113220728,posterior hypothalamic nucleus,,H376.IV.03,/api/v2/well_known_file_download/146039629
252491511057_2_4,121081384,600,5,113220728,posterior hypothalamic nucleus,,H376.IV.03,/api/v2/well_known_file_download/149195956
252491511109_2_1,127366054,600,5,113248007,reticular nucleus of thalamus,,H376.IV.03,/api/v2/well_known_file_download/149206368
252491511190_1_2,114245298,600,5,11988,outer CP in dorsolateral prefrontal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059905
252491511272_1_4,147805732,600,5,127374027,inner CP in frontal polar cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820286
252491511330_2_1,147807865,475,5,127434619,"inferior olive, dorsal nucleus",,H376.IIIB.02,/api/v2/well_known_file_download/147825905
252491511318_2_2,147807854,600,5,127434619,"inferior olive, dorsal nucleus",,H376.IIIB.02,/api/v2/well_known_file_download/147825801
252491511317_1_4,147807895,600,5,127434646,interpositus (intermediate) nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825781
252491511320_1_3,147807734,600,5,127434516,caudal (posterior) extramural migratory stream,,H376.IIIB.02,/api/v2/well_known_file_download/147825827
252491511167_2_3,114245641,600,5,12081,midbrain reticular formation,,H376.IV.02,/api/v2/well_known_file_download/121059789
252491511157_1_4,121063426,600,5,12798,granular layer of rostral dentate gyrus,,H376.IV.02,/api/v2/well_known_file_download/149124235
252491511098_1_2,127366675,600,5,113221541,MZ in posterodorsal (superior) parietal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206315
252491511077_1_4,127365990,600,5,113220461,lateral septal nucleus,,H376.IV.03,/api/v2/well_known_file_download/149205982
252491511057_2_1,121080236,600,5,113220461,lateral septal nucleus,,H376.IV.03,/api/v2/well_known_file_download/149195950
252491511052_2_1,121080232,600,5,113220461,lateral septal nucleus,,H376.IV.03,/api/v2/well_known_file_download/149195879
252491511171_1_2,114245530,600,5,12101,inner CP in midinferior temporal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059735
252491511059_2_1,127365510,600,5,12895,MZ in posterior parahippocampal cortex,,H376.IV.02,/api/v2/well_known_file_download/149203504
252491511227_2_2,147806159,600,5,127426680,ventromedial hypothalamic nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147819884
252491511187_1_1,114245391,600,5,12025,medial ganglionic eminence,,H376.IV.02,/api/v2/well_known_file_download/121059649
252491511252_1_3,147806279,600,5,127426323,anterior cortical nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147820141
252491511256_2_1,147803467,600,5,127403456,VZ in midlateral extrastriate cortex (area 19),,H376.IIIA.02,/api/v2/well_known_file_download/147815460
252491511057_1_2,121080570,600,5,113220521,olfactory tubercle,,H376.IV.03,/api/v2/well_known_file_download/149195944
252491511320_1_4,147807710,600,5,127434507,motor nucleus of trigeminal nerve,,H376.IIIB.02,/api/v2/well_known_file_download/147825829
252491511450_2_3,156438234,600,5,127434621,outer CP in medial temporal-occipital cortex,,H376.IIIB.02,/api/v2/well_known_file_download/156887133
252491511059_1_3,127365494,600,5,12870,inner SZ in posterosuperior (dorsal) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149203500
252491511101_2_2,121080263,600,5,113220465,lateral ganglionic eminence,,H376.IV.03,/api/v2/well_known_file_download/149196007
252491511148_1_1,121063710,600,5,12866,inner CP in posterosuperior (dorsal) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124099
252491510934_1_3,147805060,600,5,127408956,motor nucleus of trigeminal nerve,,H376.IIIA.02,/api/v2/well_known_file_download/147817225
252491511106_2_4,147805614,600,5,113222058,anterior cortical nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147817283
252491510930_1_2,147804879,600,5,113221939,VZ in septal region,,H376.IIIA.02,/api/v2/well_known_file_download/147817159
252491511132_2_3,127366412,600,5,113221162,medial geniculate nuclei,,H376.IV.03,/api/v2/well_known_file_download/149206529
252491510957_2_3,146036793,600,5,113220559,inner CP in rostral perirhinal cortex,,H376.IV.03,/api/v2/well_known_file_download/146039617
252491511253_1_4,147806056,600,5,127426428,SP in primary somatosensory cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820222
252491510931_2_2,147805294,600,5,127401138,polysensory temporal cortex (area 22p),,H376.IIIA.02,/api/v2/well_known_file_download/147817183
252491510927_2_4,147805204,600,5,127407486,SG in inferolateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817139
252491511281_1_2,147806104,600,5,127426315,MGE-Lateral region,,H376.IIIB.02,/api/v2/well_known_file_download/147820371
252491511168_1_3,114245617,600,5,12073,ventral posterior medial nucleus,,H376.IV.02,/api/v2/well_known_file_download/121059781
252491511156_2_1,121063526,600,5,12815,SP in entorhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124223
252491511104_2_4,147805408,600,5,127424207,outer SZ in inferolateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817251
252491511283_1_2,147806487,600,5,127426976,caudal subdivision of paraventricular nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147820403
252491511313_2_2,147807828,600,5,127434609,IZ in medial temporal-occipital cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825727
252491511472_2_1,147807289,600,5,127433868,red nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825921
252491511198_2_4,147805114,600,5,127407362,IZ in medial temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817411
252491511202_1_1,147805596,600,5,113222056,endopiriform nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147817413
252491511107_1_3,147805566,600,5,113222024,anterodorsal nucleus of thalamus,,H376.IIIA.02,/api/v2/well_known_file_download/147817289
252491511298_1_2,147807329,600,5,127434232,Edinger-Westphal nucleus (accessory oculomotor nucleus),,H376.IIIB.02,/api/v2/well_known_file_download/147825623
252491511251_2_2,147806116,600,5,127426317,basal nucleus of Meynert,,H376.IIIB.02,/api/v2/well_known_file_download/147820111
252491511252_1_1,147806110,600,5,127426317,basal nucleus of Meynert,,H376.IIIB.02,/api/v2/well_known_file_download/147820128
252491511276_1_3,147804255,600,5,113222060,mediodorsal nucleus of thalamus,,H376.IIIA.02,/api/v2/well_known_file_download/147815684
252491511135_1_3,121063986,600,5,12954,inner CP in dorsomedial extrastriate cortex,,H376.IV.02,/api/v2/well_known_file_download/149123857
252491511256_1_3,147803938,600,5,127408546,inner CP in inferolateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815456
252491511476_2_3,147807401,600,5,127434296,pyramidal layer of caudal subiculum,,H376.IIIB.02,/api/v2/well_known_file_download/147825989
252491511263_1_3,147803508,600,5,127404172,outer SZ in primary visual cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815570
252491511283_1_1,147805938,600,5,127409215,MZ in rostral cingulate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820401
252491511139_1_4,121063513,600,5,12812,layer IIIb of caudal entorhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/149123992
252491510817_1_4,147807630,600,5,127434420,parabigeminal nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825531
252491511160_1_4,121063400,600,5,12071,mediodorsal nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/149124245
252491511168_1_1,114245611,600,5,12071,mediodorsal nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/121059785
252491511046_2_4,121080430,600,5,113220497,inner CP in dysgranular insular cortex,,H376.IV.03,/api/v2/well_known_file_download/149195869
252491511054_1_4,121080609,600,5,113220527,bed nucleus of stria terminalis,,H376.IV.03,/api/v2/well_known_file_download/149195908
252491510934_2_1,147805012,600,5,127404174,inner SZ in primary visual cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817229
252491511258_1_4,147804050,600,5,127401084,lateral nucleus of pulvinar,,H376.IIIA.02,/api/v2/well_known_file_download/147815490
252491511214_1_2,147803209,600,2.5,113221727,inner CP in subgenual (subcallosal) cingulate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815070
252491511252_2_3,147806068,600,5,127426432,SP in granular insular cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820168
252491511260_1_1,147803842,600,5,127408520,centromedian nucleus of thalamus,,H376.IIIA.02,/api/v2/well_known_file_download/147815517
252491511166_2_4,121063394,600,5,12094,lateral dorsal nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/149124303
252491511172_1_4,114245508,600,5,12094,lateral dorsal nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/121059693
252491510927_2_1,147804705,600,5,13357,VZ in dorsomedial frontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817133
252491511319_1_2,147807838,600,5,127434613,inner SZ in medial temporal-occipital cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825809
252491511149_1_4,121063692,600,5,12862,inner CP in inferolateral temporal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124121
252491511151_2_4,121063648,600,5,12851,outer SZ in posteroinferior (ventral) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124163
252491511078_1_2,127366626,600,5,113221527,outer CP in midlateral extrastriate cortex,,H376.IV.03,/api/v2/well_known_file_download/149205994
252491511090_1_2,127366639,600,5,113221531,SP in midlateral extrastriate cortex (area 19),,H376.IV.03,/api/v2/well_known_file_download/149206221
252491511053_1_4,121081294,600,5,113220691,SP in dorsomedial frontal cortex,,H376.IV.03,/api/v2/well_known_file_download/149195894
252491511089_1_3,127366416,600,5,113221164,pretectal nuclear complex,,H376.IV.03,/api/v2/well_known_file_download/149206191
252491511324_1_1,147807415,600,5,127434302,inner CP in dorsomedial parietal cortex (area 7m),,H376.IIIB.02,/api/v2/well_known_file_download/147825887
252491511290_1_1,147807768,600,5,127434580,cerebellar vermis,,H376.IIIB.02,/api/v2/well_known_file_download/147825573
252491511277_2_2,147803434,600,5,127424252,outer CP in midlateral extrastriate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815706
252491511137_1_3,121063899,600,5,12932,IZ in midlateral extrastriate cortex (area 19),,H376.IV.02,/api/v2/well_known_file_download/149123957
252491510992_1_2,121080596,600,5,113220525,MZ in temporal polar cortex,,H376.IV.03,/api/v2/well_known_file_download/149195769
252491511256_2_4,147803762,600,5,127408483,lateral reticular nucleus (principal part),,H376.IIIA.02,/api/v2/well_known_file_download/147815466
252491511154_2_3,127366206,600,5,113221043,lateral posterior nucleus of thalamus,,H376.IV.03,/api/v2/well_known_file_download/149206537
252491511102_2_4,121079823,600,5,12968,SP in frontal polar cortex,,H376.IV.03,/api/v2/well_known_file_download/149196027
